0.11339E+04 0.11339E+04
0.10543E+04 0.10543E+04
0.98073E+03 0.98072E+03
0.92414E+03 0.92414E+03
0.88302E+03 0.88302E+03
0.85442E+03 0.85442E+03
0.83504E+03 0.83504E+03
0.82268E+03 0.82268E+03
0.81580E+03 0.81580E+03
0.81282E+03 0.81282E+03
0.81382E+03 0.81382E+03
0.81699E+03 0.81699E+03
0.82140E+03 0.82140E+03
0.82730E+03 0.82730E+03
0.83507E+03 0.83506E+03
0.84461E+03 0.84461E+03
0.85498E+03 0.85498E+03
0.86701E+03 0.86701E+03
0.87901E+03 0.87901E+03
0.89133E+03 0.89133E+03
0.90423E+03 0.90423E+03
0.91753E+03 0.91753E+03
0.93127E+03 0.93127E+03
0.94541E+03 0.94541E+03
0.95974E+03 0.95974E+03
0.97451E+03 0.97451E+03
0.98956E+03 0.98956E+03
0.10050E+04 0.10050E+04
0.10206E+04 0.10206E+04
0.10364E+04 0.10364E+04
0.10525E+04 0.10525E+04
0.10690E+04 0.10690E+04
0.10857E+04 0.10857E+04
0.11026E+04 0.11026E+04
0.11195E+04 0.11195E+04
0.11366E+04 0.11366E+04
0.11541E+04 0.11541E+04
0.11719E+04 0.11719E+04
0.11899E+04 0.11899E+04
0.12082E+04 0.12082E+04
0.12264E+04 0.12264E+04
0.12447E+04 0.12447E+04
0.12631E+04 0.12631E+04
0.12818E+04 0.12818E+04
0.13008E+04 0.13008E+04
0.13200E+04 0.13200E+04
0.13392E+04 0.13392E+04
0.13586E+04 0.13586E+04
0.13784E+04 0.13784E+04
0.13983E+04 0.13983E+04
0.14187E+04 0.14187E+04
0.14391E+04 0.14391E+04
0.14594E+04 0.14594E+04
0.14798E+04 0.14798E+04
0.15006E+04 0.15006E+04
0.15216E+04 0.15216E+04
0.15430E+04 0.15430E+04
0.15645E+04 0.15645E+04
0.15862E+04 0.15862E+04
0.16084E+04 0.16084E+04
0.16304E+04 0.16304E+04
0.16525E+04 0.16525E+04
0.16751E+04 0.16751E+04
0.16976E+04 0.16976E+04
0.17205E+04 0.17205E+04
0.17436E+04 0.17436E+04
0.17671E+04 0.17671E+04
0.17907E+04 0.17907E+04
0.18147E+04 0.18147E+04
0.18388E+04 0.18388E+04
0.18631E+04 0.18631E+04
0.18875E+04 0.18875E+04
0.19121E+04 0.19121E+04
0.19370E+04 0.19371E+04
0.19623E+04 0.19623E+04
0.19878E+04 0.19878E+04
0.20137E+04 0.20137E+04
0.20397E+04 0.20397E+04
0.20661E+04 0.20661E+04
0.20926E+04 0.20926E+04
0.21193E+04 0.21193E+04
0.21463E+04 0.21463E+04
0.21735E+04 0.21735E+04
0.22008E+04 0.22008E+04
0.22283E+04 0.22283E+04
0.22563E+04 0.22563E+04
0.22842E+04 0.22842E+04
0.23125E+04 0.23125E+04
0.23409E+04 0.23410E+04
0.23696E+04 0.23696E+04
0.23984E+04 0.23985E+04
0.24276E+04 0.24276E+04
0.24568E+04 0.24569E+04
0.24864E+04 0.24864E+04
0.25159E+04 0.25159E+04
0.25458E+04 0.25458E+04
0.25759E+04 0.25760E+04
0.26061E+04 0.26062E+04
0.26366E+04 0.26367E+04
0.26673E+04 0.26673E+04
0.26984E+04 0.26984E+04
0.27295E+04 0.27295E+04
0.27608E+04 0.27608E+04
0.27922E+04 0.27922E+04
0.28238E+04 0.28239E+04
0.28554E+04 0.28554E+04
0.28873E+04 0.28873E+04
0.29194E+04 0.29194E+04
0.29515E+04 0.29516E+04
0.29838E+04 0.29839E+04
0.30163E+04 0.30163E+04
0.30489E+04 0.30490E+04
0.30817E+04 0.30817E+04
0.31146E+04 0.31146E+04
0.31476E+04 0.31476E+04
0.31808E+04 0.31808E+04
0.32142E+04 0.32142E+04
0.32476E+04 0.32476E+04
0.32811E+04 0.32811E+04
0.33146E+04 0.33147E+04
0.33482E+04 0.33483E+04
0.33819E+04 0.33819E+04
0.34156E+04 0.34157E+04
0.34493E+04 0.34494E+04
0.34831E+04 0.34832E+04
0.35169E+04 0.35170E+04
0.35507E+04 0.35508E+04
0.35846E+04 0.35846E+04
0.36184E+04 0.36184E+04
0.36522E+04 0.36523E+04
0.36861E+04 0.36862E+04
0.37200E+04 0.37200E+04
0.37538E+04 0.37538E+04
0.37876E+04 0.37876E+04
